#time,flux,error
7.4930903,0.491653941051,0.0168501775036
8.4658333,0.480928974484,0.0308882598545
19.4600926,0.545992810806,0.0252361990114
21.4546875,0.535174379764,0.0345174057903
36.3911227,0.485825014701,0.0182748957656
37.4110532,0.500588552142,0.0180040285752
42.3736111,0.457034743615,0.0160768921195
80.2693403,0.4977757846,0.0312872109519
82.2638657,0.504964971962,0.0298301168603
83.2854745,0.53945215714,0.027819155796
84.2582176,0.497375142441,0.0166838364961
85.2800579,0.540431128374,0.0252942219947
88.247581,0.468118826018,0.0449764125703
89.2692245,0.510266150875,0.0185021271839
92.2366782,0.520817207824,0.050107712011
118.1664583,0.625667126295,0.0266724276291
134.1249537,0.607058061588,0.0192784307758
136.1197801,0.666615826717,0.0255796354022
144.0980903,0.699402941166,0.0233766817219
148.0872454,0.709455681582,0.0218432968926
153.073206,0.643879279216,0.137579442938
161.0727431,0.643635468044,0.0207181679415
167.0567477,0.662518781487,0.0261468660563
172.0211458,0.628847703495,0.0329470342707
198.9476157,0.669703815812,0.0342073371612
199.9659838,0.684809401687,0.0814516403638
207.9221528,0.827049515616,0.0901417175881
210.9359491,0.797424144289,0.0226723457723
213.9056019,0.843216523205,0.0438190065121
214.9252315,0.819806536001,0.129534264377
217.8940972,0.791088205439,0.12547230908
219.8889005,0.83149091181,0.0247569028322
221.8838773,0.837589857679,0.0401685061968
225.8725694,0.804152146735,0.0529948975533
227.882037,0.858719416979,0.0400555638203
231.8714468,0.834151395468,0.0368152828858
237.8552431,0.831852068111,0.0443723067832
241.8445139,0.815604962892,0.0505856551792
245.8330903,0.726354858855,0.0209368871439
296.7035301,0.811365402665,0.0233748537554
302.6877199,0.85506031025,0.0227235022864
308.6796181,0.855327194489,0.0253265027122
310.6746991,0.812221691004,0.0357548527169
315.6548495,0.871968196555,0.349017222932
317.6531019,0.795809835165,0.0220731404676
319.648287,0.830713790194,0.0231495903786
323.6373958,0.773051397073,0.0245324309691
339.5940856,0.754665786388,0.0298043745288
357.5402778,0.710967050555,0.0371784041993
383.4688657,0.672351447801,0.0252570258245
387.4604861,0.678029694932,0.0235622045126
393.448044,0.682877127595,0.0190071387897
397.4367708,0.698462852415,0.0193775531217
403.4202199,0.731815965591,0.0208979974832
409.4040046,0.745209819213,0.0204558920119
411.3986806,0.729868044181,0.0306950171067
413.3930324,0.719514692313,0.0198783468074
415.3888426,0.699484859048,0.0199126300559
417.3840278,0.703092234466,0.0200356742601
421.3730324,0.717158054945,0.0337045340992
425.3616898,0.761997421625,0.0299961649936
429.3506366,0.747002871413,0.0204053047829
433.3396991,0.743857133804,0.0324360947994
439.3263657,0.756870654508,0.0226734244635
442.3387731,0.745067996392,0.0180269321904
445.3331829,0.766200893281,0.021570249239
448.2963773,0.730887423491,0.0142815091338
455.2863773,0.690487736378,0.0251566635003
457.5461458,0.667016311489,0.0163710425879
460.5339468,0.64198216264,0.0132182446284
468.2396644,0.599422420676,0.0167050989945
476.2255556,0.536042024766,0.0113851814369
482.2277083,0.512769725357,0.0164120351839
485.2008218,0.50744474566,0.0118179305068
488.1925926,0.445655034475,0.0292408108693
491.1779861,0.453443414755,0.0105905095199
507.124537,0.441038759665,0.0130236290255
513.1218866,0.433149187539,0.0428904688458
536.0535069,0.365355479603,0.0155197793246
544.0344444,0.361440458567,0.00938363402988
551.0086343,0.391024702891,0.0129577263965
562.9802315,0.3747760558,0.0168339105761
571.9692824,0.404155100907,0.0207230203641
586.8978241,0.366938910316,0.0257137796469
589.8903241,0.39306083637,0.0215524038676
592.9020833,0.383535433044,0.0137107070764
595.8895139,0.399292291249,0.00922496585351
598.8828819,0.395637634347,0.0154722807958
601.9026389,0.351656508045,0.0239071433763
604.9005903,0.407322678241,0.0127386056268
607.885706,0.380807197943,0.0163419070887
610.8706366,0.374936118717,0.0218182933521
613.8604167,0.384410303265,0.0354464987096
616.8553704,0.231391371291,0.0230227883667
619.8465856,0.375594497882,0.014567724979
622.8364931,0.361563855853,0.014380609364
625.8284491,0.373864767767,0.0249549235686
628.8209722,0.34140861581,0.00925292887768
631.81125,0.364568003769,0.0239647795738
634.8034375,0.354781419153,0.0270552056593
640.7865394,0.408108416914,0.0107940577829
644.7759375,0.396461308186,0.00909612460946
647.7703819,0.415508423173,0.0117787393942
669.7142593,0.44810502737,0.0235074311031
672.6982755,0.440526831228,0.0123277621868
675.6948727,0.44882402991,0.0296532628398
678.6875347,0.446758578153,0.030816843703
688.6465278,0.50323800148,0.0593284602615
691.6365278,0.501382025234,0.0164485194206
695.6119676,0.526225063084,0.0756969686893
701.5919213,0.592354406835,0.0133365403239
710.5739699,0.673923675952,0.0870608258581
717.5581366,0.682612015164,0.0211702421891
720.5510417,0.714492811805,0.021997871148
724.5317477,0.766363004275,0.014482932517
727.5257292,0.790348502879,0.100425924941
731.5101968,0.733235780491,0.05481337736
734.5192245,0.788372309835,0.048355617461
740.4869213,0.780663965306,0.0298647545794
746.4760764,0.845221773653,0.0320742818554
749.4663889,0.790945503426,0.0154277321165
756.4569097,0.793726248255,0.0175663571708
759.4322338,0.806179365302,0.0202926186353
762.4290625,0.810588287471,0.0174502329279
765.4274653,0.794290269782,0.0297307054438
769.4185995,0.752633620456,0.0587910478144
772.4131481,0.746404540331,0.0209053605102
775.4028241,0.741716574176,0.0135525718342
778.3947685,0.768110984257,0.0304179981447
784.360463,0.771294544392,0.0159733462261
787.3549537,0.772821728978,0.0139966847693
791.3510069,0.715536522722,0.021567827395
797.3307176,0.755343728234,0.0179980905522
801.3359838,0.7583410195,0.0146032436638
806.2968171,0.739774832647,0.0427265313051
810.2833565,0.743245038497,0.0163940522866
824.2863773,0.726339309947,0.0385572928582
846.2194676,0.658621220625,0.0180434992286
889.0727546,0.598269687781,0.0677846406644
895.0552431,0.557083848507,0.0286278291692
909.0166667,0.544077788214,0.0558689030408
915.9988426,0.560092018733,0.0140955738189
961.8747106,0.539726615779,0.0191711112842
1031.6980324,0.493326999399,0.00994461746676
1040.745706,0.465138338384,0.0125043031547
1052.7120833,0.533502927205,0.0291793124797
1059.6653935,0.50783719412,0.0142692380982
1061.6949074,0.504173966767,0.0228441650755
1065.6640741,0.485780984582,0.0100661346821
1067.6661111,0.498408808797,0.0094045151362
1069.6528356,0.464491560727,0.0100608213347
1071.6418519,0.473765234078,0.0164148061442
1113.4907755,0.541662088663,0.010249031703
1117.4851157,0.524762019352,0.029511188433
1120.4755787,0.524236919907,0.0191424148973
1133.4215972,0.477406905715,0.00903584226554
1143.4127199,0.442052350463,0.0158374596915
1155.3870718,0.449441220454,0.0087486005021
1160.3518171,0.471066273029,0.00922703530422
1164.3437037,0.487030926255,0.0306198560206
1171.3221065,0.473675714909,0.0208667355366
1177.3217245,0.486376582699,0.0303998661521
1186.2978588,0.489728786051,0.0608466999396
1190.2842593,0.513717358415,0.00975611500014
1193.2648727,0.494592421862,0.0110599089612
1198.2396412,0.505863305542,0.0118083689406
1202.2348611,0.386129841637,0.0243211433257
1220.1800579,0.592956897396,0.0255982114099
1231.426713,0.594164461161,0.0213677529206
1233.4151736,0.56767351196,0.0106209435378
1237.4223958,0.528669299052,0.0108873652615
1238.408044,0.518009909391,0.0221937077074
1240.1464352,0.493108302665,0.011846160619
1255.090706,0.512525517168,0.0218858550352
1261.0812037,0.543139050755,0.0122214026237
1272.047419,0.548247740723,0.0100536527638
1301.2415625,0.531945384284,0.023134078377
1312.2184259,0.46929158528,0.0179270349486
1314.1962963,0.452279322391,0.011732021028
1316.2043287,0.471027307313,0.0137609759168
1320.1940972,0.450603588853,0.0350263558987
1330.1605787,0.44230020979,0.00917422661968
1341.0985069,0.451832522848,0.0178437944418
1355.0716435,0.440033805865,0.0325888468911
1358.069838,0.464230647892,0.00973748286063
1362.0496528,0.467300572413,0.0292219996996
1365.0336921,0.417744660188,0.0143485979119
1379.0027431,0.481420200863,0.040961538714
1383.0147106,0.473882783514,0.0117260820327
1386.0080671,0.451051426623,0.00917641402634
1389.9847222,0.467055938367,0.00879978813523
1392.9582176,0.438795619168,0.304889488516
1396.9594329,0.438351004182,0.0089629609031
1399.9494329,0.446549145633,0.0172569892187
1410.9090162,0.508756482185,0.585492867841
1413.8967708,0.443937427344,0.0164266784314
1427.8721528,0.45920078005,0.0196145902667
1437.5893287,0.462606978782,0.0240497030782
1440.5650694,0.455821145683,0.00889650177574
1444.5404398,0.46867132275,0.0183505120867
1447.5508681,0.457369528068,0.00861165378225
1454.5409954,0.481020647276,0.0167066353214
1457.5413426,0.47252091483,0.0196289571098
1461.5022801,0.468422431458,0.00990790396447
1465.5241551,0.464405973518,0.00832675054734
1470.5119676,0.453651903209,0.0158046095118
1472.4942824,0.458127366488,0.0144996751066
1477.4888773,0.450036079901,0.0338552265455
1479.4778704,0.483054813829,0.0349086501686
1486.4639815,0.481297907386,0.0554529348698
1491.4258449,0.429232311253,0.0901586467668
1499.4150116,0.498670698538,0.0128498744254
1504.4073148,0.522603712735,0.0153645858002
1514.3737963,0.558712169274,0.0250365618246
1524.4087616,0.544690292867,0.0104091304732
1525.3651736,0.568518762172,0.0109745854326
1531.3795255,0.529322119287,0.0224933345768
1532.3413079,0.540892304573,0.0262054872286
1538.3625694,0.504937785404,0.012939750632
1539.320706,0.49269438183,0.0158149480388
1556.3161343,0.462836987062,0.0136421115338
1559.3139815,0.470358588119,0.0121700142593
1560.2627662,0.456831943393,0.00920660221274
1574.2323611,0.439375825189,0.0328285835818
1580.4297569,0.421834769988,0.0117430467447
1581.1968866,0.434319023056,0.0159819161157
1595.1992014,0.466277782778,0.00874890386776
1650.2355324,0.468967752518,0.010730030059
1652.276794,0.455062594757,0.0146059388793
1666.9690972,0.453887011906,0.00866531961775
1673.2160069,0.450124295062,0.0233683600163
1697.0977083,0.47270345135,0.0116610174745
1706.0788426,0.496564756114,0.0304588093558
1707.0748958,0.503752343473,0.0118191970175
1723.0248495,0.491783012849,0.0100906762746
1725.8094097,0.490312375367,0.0221167785919
1731.0550116,0.535875576598,0.0101066474948
1734.0146528,0.548266995042,0.0116370483453
1736.7601852,0.527858831991,0.0207504070636
1738.7491435,0.508494955475,0.0114449649456
1742.8086806,0.532431628524,0.0115837809665
1748.9911227,0.535240819644,0.0106049116898
1757.7620023,0.534008298188,0.0145651281174
1759.9725,0.507925693522,0.0110400232084
1762.9471644,0.515449312463,0.00947560778871
1767.6944792,0.498321437177,0.0172515797454
1770.6841088,0.506263137049,0.0115798994453
1772.6609722,0.499409646863,0.00895102250281
1777.8844676,0.49698281078,0.00816907589534
1779.6985301,0.40609869233,0.0262754818716
1781.6709838,0.52323434005,0.103053194709
1787.914838,0.504364945658,0.00831298968567
1790.6335417,0.533649045587,0.00885326152939
1793.622662,0.542420990961,0.0135274393873
1794.6560301,0.541930043728,0.00977499169768
1801.8273032,0.502911672968,0.00907676452747
1809.6073032,0.525704192427,0.009667846021
1811.814213,0.508332337578,0.0122436897356
1815.5477778,0.516399645851,0.040328260488
1825.7807176,0.5118356182,0.0153473732755
1830.5238657,0.518744946684,0.00838772138732
1837.5148843,0.531973001528,0.0182997340881
1847.4809144,0.5305352409,0.0146669199773
1858.4497338,0.57467763332,0.0603025234053
1869.6497569,0.57373648746,0.0284880937014
1873.3940509,0.564070037732,0.0344502811661
1876.6314005,0.558041252225,0.00979372455744
1878.4325231,0.572093417087,0.00900606758704
1881.4086921,0.560675810002,0.00929389730321
1906.5299884,0.526718545782,0.00934832617752
1911.3327431,0.533971320748,0.0403660871695
1914.5072222,0.528125495921,0.0210305037605
1919.5455787,0.518406836297,0.0109725508552
1922.2974421,0.533657760374,0.00922718877569
1935.2596181,0.51385267904,0.0167362623542
1938.4802315,0.54033632039,0.0221564129539
1943.2258102,0.563810403381,0.00943045225461
1950.2369329,0.57081883495,0.0206901082968
1957.4044329,0.558679360605,0.0379531547378
2000.0634028,0.517138680947,0.0247417157202
2006.0423727,0.476967488813,0.0289651827332
2017.2490509,0.512267845933,0.019144479267
2044.1708102,0.49596769407,0.0422657352734
2068.8803704,0.509672032592,0.0178886656977
2084.0275,0.512078916007,0.0111618289676
2091.9963079,0.521084311185,0.0108378881967
2096.7973727,0.518283011889,0.0320629236135
2100.8201852,0.511815589654,0.0112695993438
2106.7599537,0.528418923583,0.00800482968429
2114.9517708,0.557820855797,0.0475567806941
2116.9484375,0.566693023975,0.0132734654087
2120.7206713,0.540947413974,0.00905763717824
2126.7390972,0.533414614387,0.0104360284612
2129.7312269,0.558047881703,0.0153430765429
2130.6960764,0.555407656649,0.00960546854827
2133.6733333,0.568248223856,0.0199617004187
2137.8784606,0.55022715319,0.0608730460721
2140.6499884,0.650894748828,0.0339377558129
2143.6543171,0.550412214444,0.0203220337393
2145.6720023,0.555193779906,0.0104482457632
2147.8834491,0.574623841398,0.0173347605434
2150.6377662,0.564412276779,0.0253766723021
2158.6307292,0.552173885289,0.00875739157397
2161.8879282,0.532153517123,0.0115932514221
2162.6470255,0.56619416261,0.00967433066494
2176.6203819,0.586239442111,0.0111225660165
2184.7563773,0.555939446182,0.0353019184335
2187.5708218,0.616748442907,0.0243761286375
2202.5390972,0.687413936649,0.0126540905312
2206.5124421,0.69900359603,0.0136770599707
2210.5159375,0.720356780126,0.0174816361335
2214.4957755,0.726562483895,0.0271444178221
2237.395544,0.811491301384,0.0113711056766
2240.4311111,0.838465283293,0.0188725174574
2243.3650347,0.835712193183,0.013806800449
2246.4308333,0.852686602178,0.0137026844403
2270.3166667,0.932215975414,0.0157994669989
2273.3206481,0.860646146106,0.0198274189972
2275.2944213,0.875425621734,0.0169758636385
2279.2713889,0.878998155086,0.0139913183529
2286.3206829,0.883753373706,0.0292729279085
2288.2902662,0.940010716467,0.036560967849
2291.2707986,0.974056749575,0.0387571773824
2292.2522338,0.990439827443,0.0138567129194
2296.2579977,0.977971780264,0.0151694328878
2299.234537,0.92460179115,0.0209709625431
2315.2021644,0.834840818562,0.0177313062748
2371.0808565,0.533555209485,0.0192456619169
2376.0867477,0.51799789676,0.0255523041746
2386.0393866,0.47555343058,0.022501026152
2393.0320949,0.462705466218,0.0189364654023
2427.8887153,0.418181178131,0.0224005129794
2462.826412,0.366690361881,0.0121450740637
2466.8188889,0.387568776602,0.0130221269747
2470.8120833,0.343561860603,0.0252223417907
2474.794375,0.36314872938,0.0138047186793
2500.6914931,0.374009962174,0.0233798637602
2504.6780208,0.379325964146,0.0114676130781
2508.7079861,0.315215221602,0.0441268228871
2513.6924306,0.366307915992,0.020007737795
2517.6791435,0.390492545088,0.010167566788
2523.6548727,0.383473866334,0.0120713605123
2536.6263079,0.374673275285,0.0143830481369
2562.5239005,0.403722979369,0.0120396983703
2567.4977662,0.433258410003,0.0488218727031
2572.504537,0.416544738794,0.0125093507791
2577.5182755,0.426610856644,0.0108650936984
2582.4680556,0.454980309055,0.0147970545917
2588.4842477,0.44706141778,0.0127889292883
2593.4677315,0.480831151599,0.0141219082289
2598.4516204,0.500296361216,0.018395184578
2607.6292593,0.523761664652,0.0206541821536
2615.3795949,0.619719887859,0.0186947106173
2621.3636343,0.6393827705,0.0176157824176
2626.3935417,0.645535620726,0.0206419332829
2631.3710417,0.665660455834,0.0134893325919
2643.3463194,0.696323060582,0.0135187658925
2653.5084375,0.869014722577,0.0170527168193
2659.4916319,0.905035162948,0.0173618905445
2680.4168634,1.10419221578,0.0300170354505
2755.2667361,1.06776298407,0.0120710392221
2759.2508218,1.04518636326,0.0111166237483
2785.1018287,1.16580293795,0.0346192533614
2788.8704745,1.1496452248,0.033648678336
2791.8876157,1.1608152801,0.0389685521079
2794.9162384,1.18285835474,0.0311292510538
2808.8777662,1.37513750964,0.035198958477
2817.8502778,1.42621192834,0.0401917633112
2823.8585185,1.56164319942,0.0564320337104
2853.7563542,1.40446166715,0.0483683641851
2890.6138426,1.436723795,0.0166411179191
2899.5828241,1.39405042093,0.0160703402484
2903.57125,1.40338252909,0.0171016346838
2913.5728819,1.37245248302,0.0168698872519
2915.5958102,1.40892823865,0.0162692636027
2932.521412,1.33447202483,0.0169043452194
2943.4726736,1.36943708424,0.0181103210531
2959.4577778,1.4036529718,0.0161978281318
2960.4742245,1.41382273139,0.0162348790884
2965.4007176,1.4177197876,0.017420737664
2968.4444444,1.46969760986,0.0170184602675
2972.405,1.50753724435,0.017251788032
2979.3891898,1.49630994678,0.0170569168569
2982.5832639,1.49853260386,0.0171843610876
2996.3179745,1.41867055628,0.0162843730319
2999.3481944,1.52674824195,0.0183252996241
3045.429294,1.50815846368,0.0172049813847
3073.1515856,1.38766679019,0.0299900580589
3077.1126157,1.56291622589,0.0204141571993
3080.1274884,1.5386571653,0.0175803986672
3087.1154282,1.53632374227,0.0174412702234
3100.1089583,1.53095761865,0.0184299186306
3125.9531597,1.36617080708,0.0160619256657
3140.1425463,1.21415401038,0.0134082913888
3155.1620255,1.17701420583,0.0144970221988
3157.8518056,1.18929315155,0.0136991968785
3161.8967593,1.20839888565,0.0160422812351
3171.8933333,1.25555949688,0.0138069794208
3174.8945833,1.24894948418,0.013727368456
3186.8051389,1.26780061923,0.0142127596987
3222.755544,1.1762874952,0.0151434299418
3229.7387269,1.26906218373,0.0181738732997
3234.7156597,1.20238449641,0.0131410727717
3241.7016088,1.19349872413,0.0134545733552
3245.6674537,1.19052517341,0.0138536274546
3260.6475579,1.14013324196,0.0123138533444
3263.6317477,1.1386541756,0.0125347112638
3270.6266667,1.08690051881,0.0119319924053
3275.7785648,1.07183495074,0.011885052248
3278.6025463,1.07123207307,0.0118631331046
3302.533044,0.984614549862,0.0104318732845
3317.4376389,0.977132509805,0.0109108664901
3327.4385648,0.989360323994,0.0147119487541
3345.4068519,0.972162020108,0.0105719437925
3354.3619329,0.99344589853,0.0104146675835
